rule	x	y	z	category	source_roots
36	-278	44	-36	insufficient evidence	[[-278,45,-36],[-278,48,-36],[-278,51,-36],[-278,54,-36],[-281,48,-36],[-281,51,-36],[-281,54,-36],[-275,48,-36],[-275,51,-36],[-275,54,-36],[-278,48,-39],[-278,51,-39],[-278,54,-39],[-278,48,-33],[-278,51,-33],[-278,54,-33]]
217	-263	84	-273	insufficient evidence	[[-263,84,-273]]
151	-269	91	-272	insufficient evidence	[[-269,91,-272]]
159	-269	91	-262	insufficient evidence	[[-269,91,-262]]
153	-257	66	-225	insufficient evidence	[[-257,66,-225]]
155	-271	68	-210	insufficient evidence	[[-271,68,-210]]
215	-258	71	-214	insufficient evidence	[[-258,71,-214]]
202	-258	72	-214	insufficient evidence	[[-258,72,-214]]
30	-268	60	-201	insufficient evidence	[[-268,60,-201]]
30	-259	60	-185	insufficient evidence	[[-259,60,-185]]
31	-262	60	-178	insufficient evidence	[[-262,60,-178]]
30	-270	73	-172	insufficient evidence	[[-270,73,-172]]
31	-272	73	-172	insufficient evidence	[[-272,73,-172]]
180	-271	73	-174	insufficient evidence	[[-271,73,-174]]
60	-259	70	-145	insufficient evidence	[[-259,70,-145]]
31	-265	73	-160	insufficient evidence	[[-265,73,-160]]
171	-259	73	-151	insufficient evidence	[[-259,73,-151]]
174	-259	73	-154	insufficient evidence	[[-259,73,-154]]
173	-259	69	-142	insufficient evidence	[[-259,69,-142]]
180	-263	69	-134	insufficient evidence	[[-263,69,-134]]
66	-259	70	-142	insufficient evidence	[[-259,70,-142]]
73	-263	70	-134	insufficient evidence	[[-263,70,-134]]
151	-268	77	-131	insufficient evidence	[[-268,77,-131]]
159	-268	77	-121	insufficient evidence	[[-268,77,-121]]
157	-268	48	-97	insufficient evidence	[[-268,48,-97]]
36	-271	42	-91	insufficient evidence	[[-271,43,-91],[-271,46,-91],[-271,49,-91],[-271,52,-91],[-274,46,-91],[-274,49,-91],[-274,52,-91],[-268,46,-91],[-268,49,-91],[-268,52,-91],[-271,46,-94],[-271,49,-94],[-271,52,-94],[-271,46,-88],[-271,49,-88],[-271,52,-88]]
159	-260	60	-3	insufficient evidence	[[-260,60,-3]]
151	-260	77	-13	insufficient evidence	[[-260,77,-13]]
159	-260	77	-5	insufficient evidence	[[-260,77,-5]]
165	-247	79	-300	insufficient evidence	[[-247,79,-300]]
209	-251	73	-287	insufficient evidence	[[-251,73,-287]]
30	-248	68	-255	insufficient evidence	[[-248,68,-255]]
180	-248	68	-253	insufficient evidence	[[-248,68,-253]]
167	-255	69	-145	insufficient evidence	[[-255,69,-145]]
60	-255	70	-145	insufficient evidence	[[-255,70,-145]]
179	-255	73	-151	insufficient evidence	[[-255,73,-151]]
205	-254	50	-10	insufficient evidence	[[-254,50,-10]]
209	-254	50	-8	insufficient evidence	[[-254,50,-8]]
207	-252	55	-3	insufficient evidence	[[-252,55,-3]]
207	-246	55	-3	insufficient evidence	[[-246,55,-3]]
151	-249	64	-14	insufficient evidence	[[-249,64,-14]]
159	-249	64	-4	insufficient evidence	[[-249,64,-4]]
214	-248	120	40	insufficient evidence	[[-248,120,40]]
214	-248	120	46	insufficient evidence	[[-248,120,46]]
214	-248	121	40	insufficient evidence	[[-248,121,40]]
214	-248	121	46	insufficient evidence	[[-248,121,46]]
214	-248	126	40	insufficient evidence	[[-248,126,40]]
214	-248	126	42	insufficient evidence	[[-248,126,42]]
214	-248	126	44	insufficient evidence	[[-248,126,44]]
214	-248	126	46	insufficient evidence	[[-248,126,46]]
214	-248	127	40	insufficient evidence	[[-248,127,40]]
214	-248	127	46	insufficient evidence	[[-248,127,46]]
214	-248	128	40	insufficient evidence	[[-248,128,40]]
214	-248	128	46	insufficient evidence	[[-248,128,46]]
214	-248	129	40	insufficient evidence	[[-248,129,40]]
214	-248	129	46	insufficient evidence	[[-248,129,46]]
214	-248	136	40	insufficient evidence	[[-248,136,40]]
214	-248	136	42	insufficient evidence	[[-248,136,42]]
214	-248	136	44	insufficient evidence	[[-248,136,44]]
214	-248	136	46	insufficient evidence	[[-248,136,46]]
214	-248	137	40	insufficient evidence	[[-248,137,40]]
214	-248	137	46	insufficient evidence	[[-248,137,46]]
214	-248	138	40	insufficient evidence	[[-248,138,40]]
54	-244	139	48	insufficient evidence	[[-244,140,48]]
151	-225	91	-297	insufficient evidence	[[-225,91,-297]]
203	-237	74	-288	insufficient evidence	[[-237,74,-288]]
209	-237	75	-288	insufficient evidence	[[-237,75,-288]]
159	-225	91	-287	insufficient evidence	[[-225,91,-287]]
34	-231	85	-272	insufficient evidence	[[-231,86,-272],[-231,89,-272],[-231,92,-272],[-231,95,-272],[-234,89,-272],[-234,92,-272],[-234,95,-272],[-228,89,-272],[-228,92,-272],[-228,95,-272],[-231,89,-275],[-231,92,-275],[-231,95,-275],[-231,89,-269],[-231,92,-269],[-231,95,-269]]
30	-238	64	-246	insufficient evidence	[[-238,64,-246]]
31	-232	64	-242	insufficient evidence	[[-232,64,-242]]
33	-237	64	-244	insufficient evidence	[[-237,65,-244],[-237,68,-244],[-237,71,-244],[-237,74,-244],[-240,68,-244],[-240,71,-244],[-240,74,-244],[-234,68,-244],[-234,71,-244],[-234,74,-244],[-237,68,-247],[-237,71,-247],[-237,74,-247],[-237,68,-241],[-237,71,-241],[-237,74,-241]]
206	-228	64	-243	insufficient evidence	[[-228,64,-243]]
206	-228	65	-243	insufficient evidence	[[-228,65,-243]]
34	-231	82	-254	insufficient evidence	[[-231,83,-254],[-231,86,-254],[-231,89,-254],[-231,92,-254],[-234,86,-254],[-234,89,-254],[-234,92,-254],[-228,86,-254],[-228,89,-254],[-228,92,-254],[-231,86,-257],[-231,89,-257],[-231,92,-257],[-231,86,-251],[-231,89,-251],[-231,92,-251]]
31	-239	64	-236	insufficient evidence	[[-239,64,-236]]
151	-228	82	-165	insufficient evidence	[[-228,82,-165]]
151	-225	88	-137	insufficient evidence	[[-225,88,-137]]
203	-237	71	-125	insufficient evidence	[[-237,71,-125]]
209	-237	72	-125	insufficient evidence	[[-237,72,-125]]
159	-225	88	-127	insufficient evidence	[[-225,88,-127]]
161	-228	44	-84	insufficient evidence	[[-228,44,-84]]
161	-228	44	-82	insufficient evidence	[[-228,44,-82]]
163	-228	48	-83	insufficient evidence	[[-228,48,-83]]
163	-226	53	-94	insufficient evidence	[[-226,53,-94]]
163	-227	58	-83	insufficient evidence	[[-227,58,-83]]
151	-239	64	-14	insufficient evidence	[[-239,64,-14]]
159	-239	64	-4	insufficient evidence	[[-239,64,-4]]
229	-240	120	40	insufficient evidence	[[-240,120,40]]
229	-240	120	46	insufficient evidence	[[-240,120,46]]
229	-240	121	40	insufficient evidence	[[-240,121,40]]
229	-240	121	46	insufficient evidence	[[-240,121,46]]
229	-240	126	40	insufficient evidence	[[-240,126,40]]
229	-240	126	42	insufficient evidence	[[-240,126,42]]
229	-240	126	44	insufficient evidence	[[-240,126,44]]
229	-240	126	46	insufficient evidence	[[-240,126,46]]
229	-240	127	40	insufficient evidence	[[-240,127,40]]
229	-240	127	46	insufficient evidence	[[-240,127,46]]
229	-240	128	40	insufficient evidence	[[-240,128,40]]
229	-240	128	46	insufficient evidence	[[-240,128,46]]
229	-240	129	40	insufficient evidence	[[-240,129,40]]
229	-240	129	46	insufficient evidence	[[-240,129,46]]
229	-240	136	40	insufficient evidence	[[-240,136,40]]
229	-240	136	42	insufficient evidence	[[-240,136,42]]
229	-240	136	44	insufficient evidence	[[-240,136,44]]
229	-240	136	46	insufficient evidence	[[-240,136,46]]
229	-240	137	40	insufficient evidence	[[-240,137,40]]
229	-240	137	46	insufficient evidence	[[-240,137,46]]
229	-240	138	46	insufficient evidence	[[-240,138,46]]
151	-214	86	-296	insufficient evidence	[[-214,86,-296]]
159	-214	86	-288	insufficient evidence	[[-214,86,-288]]
205	-210	74	-133	insufficient evidence	[[-210,74,-133]]
209	-210	74	-131	insufficient evidence	[[-210,74,-131]]
203	-218	79	-138	insufficient evidence	[[-218,79,-138]]
203	-212	79	-138	insufficient evidence	[[-212,79,-138]]
226	-224	81	-143	insufficient evidence	[[-224,81,-143]]
151	-215	88	-137	insufficient evidence	[[-215,88,-137]]
159	-215	88	-127	insufficient evidence	[[-215,88,-127]]
155	-218	53	-94	insufficient evidence	[[-218,53,-94]]
155	-217	58	-83	insufficient evidence	[[-217,58,-83]]
34	-219	35	-68	insufficient evidence	[[-219,36,-68],[-219,39,-68],[-219,42,-68],[-219,45,-68],[-222,39,-68],[-222,42,-68],[-222,45,-68],[-216,39,-68],[-216,42,-68],[-216,45,-68],[-219,39,-71],[-219,42,-71],[-219,45,-71],[-219,39,-65],[-219,42,-65],[-219,45,-65]]
36	-199	35	-69	insufficient evidence	[[-199,36,-69],[-199,39,-69],[-199,42,-69],[-199,45,-69],[-202,39,-69],[-202,42,-69],[-202,45,-69],[-196,39,-69],[-196,42,-69],[-196,45,-69],[-199,39,-72],[-199,42,-72],[-199,45,-72],[-199,39,-66],[-199,42,-66],[-199,45,-66]]
217	-194	46	-9	insufficient evidence	[[-194,46,-9]]
206	-182	35	-68	insufficient evidence	[[-182,35,-68]]
203	-182	38	-68	insufficient evidence	[[-182,38,-68]]
155	-164	54	-98	insufficient evidence	[[-164,54,-98]]
163	-176	54	-98	insufficient evidence	[[-176,54,-98]]
32	-169	51	-36	insufficient evidence	[[-169,52,-36],[-169,55,-36],[-169,58,-36],[-169,61,-36],[-172,55,-36],[-172,58,-36],[-172,61,-36],[-166,55,-36],[-166,58,-36],[-166,61,-36],[-169,55,-39],[-169,58,-39],[-169,61,-39],[-169,55,-33],[-169,58,-33],[-169,61,-33]]
34	-169	51	-43	insufficient evidence	[[-169,52,-43],[-169,55,-43],[-169,58,-43],[-169,61,-43],[-172,55,-43],[-172,58,-43],[-172,61,-43],[-166,55,-43],[-166,58,-43],[-166,61,-43],[-169,55,-46],[-169,58,-46],[-169,61,-46],[-169,55,-40],[-169,58,-40],[-169,61,-40]]
117	-151	52	-69	insufficient evidence	[[-151,52,-69]]
217	-129	37	-64	insufficient evidence	[[-129,37,-64]]
217	-129	38	-64	insufficient evidence	[[-129,38,-64]]
217	-129	39	-64	insufficient evidence	[[-129,39,-64]]
217	-129	40	-64	insufficient evidence	[[-129,40,-64]]
217	-129	41	-64	insufficient evidence	[[-129,41,-64]]
217	-129	42	-64	insufficient evidence	[[-129,42,-64]]
217	-129	51	-64	insufficient evidence	[[-129,51,-64]]
207	-128	52	-63	insufficient evidence	[[-128,52,-63]]
